49400.00 8.104027379e-07 6.261114103e-07 0.053
49765.25 -1.423673779e-07 3.83970065e-07 0.053
50130.50 6.706759921e-07 3.760551761e-07 0.053
50495.75 -6.153880965e-07 3.385088941e-07 0.053
50861.00 -1.317922185e-06 2.846136482e-07 0.053
51226.25 -4.425776297e-07 2.480425304e-07 0.053
51591.50 6.421195895e-08 2.285843888e-07 0.053
51956.75 1.211041413e-07 2.213721099e-07 0.053
52322.00 4.076477098e-07 2.136360503e-07 0.053
52687.25 -5.619953701e-08 2.133737437e-07 0.053
53052.50 -1.674669346e-07 2.003200408e-07 0.053
53417.75 2.022398639e-07 1.822853695e-07 0.053
53783.00 3.919927718e-08 1.748181483e-07 0.053
54148.25 2.60532422e-07 1.66255237e-07 0.053
54513.50 4.446056587e-07 1.480068988e-07 0.053
54878.75 3.690969659e-07 1.257935708e-07 0.053
55244.00 2.110676846e-07 1.059623588e-07 0.053
55609.25 -5.759907568e-08 1.397470017e-07 0.053
55974.50 -8.012635757e-07 2.274299175e-07 0.053
