49400.00 -1.96777191e-07 3.592970768e-07 0.053
49765.25 -6.776607418e-07 4.004869142e-07 0.053
50130.50 5.243687564e-07 3.486637136e-07 0.053
50495.75 5.412241102e-07 2.872786272e-07 0.053
50861.00 3.12165858e-07 2.731341511e-07 0.053
51226.25 -2.31283082e-07 2.689620425e-07 0.053
51591.50 1.65982503e-07 2.585948415e-07 0.053
51956.75 -2.345393528e-07 2.350992919e-07 0.053
52322.00 -3.278188213e-08 2.187727296e-07 0.053
52687.25 -6.047790085e-08 1.825939604e-07 0.053
53052.50 -5.288436422e-08 1.33471429e-07 0.053
53417.75 9.523547182e-08 1.209988817e-07 0.053
53783.00 -4.752536149e-08 1.209265174e-07 0.053
54148.25 -9.843920649e-08 1.174196456e-07 0.053
54513.50 -9.557626978e-08 1.057612813e-07 0.053
54878.75 -1.555799147e-07 8.36740056e-08 0.053
55244.00 -1.573280243e-08 6.056639281e-08 0.053
55609.25 1.521585413e-08 8.543041622e-08 0.053
55900.50 2.450655163e-07 1.502142309e-07 0.053
