plotVals: 1975.484599589322443 -12411.000000000000000 -37.304068010300398
plotVals: 1975.511978097193605 -12401.000000000000000 -36.456278972327709
plotVals: 1975.539356605064995 -12391.000000000000000 -35.608510885387659
plotVals: 1975.566735112936385 -12381.000000000000000 -34.750763773918152
plotVals: 1975.594113620807775 -12371.000000000000000 -33.903037622570992
plotVals: 1975.621492128678938 -12361.000000000000000 -33.035332441329956
plotVals: 1975.648870636550328 -12351.000000000000000 -32.177648227661848
plotVals: 1975.676249144421718 -12341.000000000000000 -31.309984974563122
plotVals: 1975.703627652292880 -12331.000000000000000 -30.442342679947615
plotVals: 1975.731006160164270 -12321.000000000000000 -29.564721357077360
plotVals: 1975.758384668035660 -12311.000000000000000 -28.677120994776487
plotVals: 1975.785763175906823 -12301.000000000000000 -27.789541602134705
plotVals: 1975.813141683778213 -12291.000000000000000 -26.901983175426722
plotVals: 1975.840520191649603 -12281.000000000000000 -25.994445707648993
plotVals: 1975.867898699520765 -12271.000000000000000 -25.086929216980934
plotVals: 1975.895277207392155 -12261.000000000000000 -24.169433683156967
plotVals: 1975.922655715263545 -12251.000000000000000 -23.251959111541510
plotVals: 1975.950034223134935 -12241.000000000000000 -22.334505509585142
plotVals: 1975.977412731006098 -12231.000000000000000 -21.417072866111994
plotVals: 1976.005475701574369 -12221.000000000000000 -20.489661198109388
plotVals: 1976.032854209445532 -12211.000000000000000 -19.572270486503839
plotVals: 1976.060232717316921 -12201.000000000000000 -18.644900750368834
plotVals: 1976.087611225188311 -12191.000000000000000 -17.727551966905594
plotVals: 1976.114989733059474 -12181.000000000000000 -16.820224151015282
plotVals: 1976.142368240930864 -12171.000000000000000 -15.912917304784060
plotVals: 1976.169746748802254 -12161.000000000000000 -15.015631418675184
plotVals: 1976.197125256673417 -12151.000000000000000 -14.128366503864527
plotVals: 1976.224503764544806 -12141.000000000000000 -13.241122551262379
plotVals: 1976.251882272416196 -12131.000000000000000 -12.373899560421705
plotVals: 1976.279260780287586 -12121.000000000000000 -11.506697535514832
plotVals: 1976.306639288158749 -12111.000000000000000 -10.649516481906176
plotVals: 1976.334017796030139 -12101.000000000000000 -9.812356386333704
plotVals: 1976.361396303901529 -12091.000000000000000 -8.985217258334160
plotVals: 1976.388774811772691 -12081.000000000000000 -8.168099094182253
plotVals: 1976.416153319644081 -12071.000000000000000 -7.361001897603273
plotVals: 1976.443531827515471 -12061.000000000000000 -6.553925663232803
plotVals: 1976.470910335386634 -12051.000000000000000 -5.746870394796133
plotVals: 1976.498288843258024 -12041.000000000000000 -4.949836090207100
plotVals: 1976.525667351129414 -12031.000000000000000 -4.162822756916285
plotVals: 1976.553045859000576 -12021.000000000000000 -3.365830384194851
plotVals: 1976.580424366871966 -12011.000000000000000 -2.568858973681927
plotVals: 1976.607802874743356 -12001.000000000000000 -1.771908529102802
plotVals: 1976.635181382614746 -11991.000000000000000 -0.974979054182768
plotVals: 1976.662559890485909 -11981.000000000000000 -0.178070541471243
plotVals: 1976.689938398357299 -11971.000000000000000 0.638817008584738
plotVals: 1976.717316906228689 -11961.000000000000000 1.465683590620756
plotVals: 1976.744695414099851 -11951.000000000000000 2.292529214173555
plotVals: 1976.772073921971241 -11941.000000000000000 3.129353862255812
