49400.00 2.245499572e-07 3.59287086e-07 0.053
49765.25 -4.774868321e-07 4.004757776e-07 0.053
50130.50 4.656708068e-07 3.486540258e-07 0.053
50495.75 1.324226354e-07 2.872706393e-07 0.053
50861.00 -2.038478662e-07 2.731265532e-07 0.053
51226.25 -4.242853879e-07 2.689545618e-07 0.053
51591.50 1.699143179e-07 2.585876505e-07 0.053
51956.75 -1.215416502e-07 2.350927542e-07 0.053
52322.00 9.272596842e-08 2.18766646e-07 0.053
52687.25 7.892526857e-09 1.825888829e-07 0.053
53052.50 -4.006076667e-08 1.334677172e-07 0.053
53417.75 1.609380474e-07 1.209955154e-07 0.053
53783.00 2.551447944e-08 1.209231534e-07 0.053
54148.25 4.655768079e-08 1.174163792e-07 0.053
54513.50 7.119459604e-08 1.057583395e-07 0.053
54878.75 -3.172159982e-08 8.367167834e-08 0.053
55244.00 1.611634475e-08 6.056470856e-08 0.053
55609.25 -1.041067181e-07 8.542804072e-08 0.053
55900.50 -1.044654015e-08 1.502100516e-07 0.053
